Arrest Date,Time,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Disposition Description,Address,Cross Street,LAT,LON,Booking Date,Booking Time,Booking Location,Booking Location Code
2023 May 04 12:00:00 AM,2310,0164,44,F,H,08,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,MISDEMEANOR COMPLAINT FILED,600 S  SPRING                       ST,,34.046,-118.251,2023 May 05 12:00:00 AM,0054,METRO - JAIL DIVISION,4273
2023 Oct 12 12:00:00 AM,0645,0164,37,F,B,08,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,MISDEMEANOR COMPLAINT FILED,600 S  MAIN                         ST,,34.0453,-118.2499,2023 Oct 12 12:00:00 AM,0936,METRO - JAIL DIVISION,4273
2024 Jan 23 12:00:00 AM,1600,0166,61,F,B,08,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,MISDEMEANOR COMPLAINT FILED,400 E  7TH                          ST,,34.0421,-118.2469,2024 Jan 23 12:00:00 AM,2030,METRO - JAIL DIVISION,4273
2024 Aug 07 12:00:00 AM,1150,0166,32,F,B,08,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,MISDEMEANOR COMPLAINT FILED,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,2024 Aug 07 12:00:00 AM,1350,METRO - JAIL DIVISION,4273
2022 Feb 14 12:00:00 AM,1500,0154,61,F,W,08,Other Assaults,F,422.7(A)PC,VIOL CIVIL RIGHTS:CAUSE VIOLENT INJ/ETC,849(B)(1) PC/TECHNICAL ARREST,100 E  5TH                          ST,,34.0467,-118.2485,2022 Feb 14 12:00:00 AM,1942,METRO - JAIL DIVISION,4273
2023 Jan 03 12:00:00 AM,1825,0135,32,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,100 E  3RD                          ST,,34.0495,-118.2459,2023 Jan 03 12:00:00 AM,2048,METRO - JAIL DIVISION,4273
2023 Feb 10 12:00:00 AM,2235,0135,42,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,MISDEMEANOR COMPLAINT FILED,100 E  3RD                          ST,,34.0495,-118.2459,2023 Feb 11 12:00:00 AM,0127,METRO - JAIL DIVISION,4273
2023 Jun 08 12:00:00 AM,2200,0135,28,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,200 S  LOS ANGELES                  ST,,34.0495,-118.2458,2023 Jun 08 12:00:00 AM,2332,METRO - JAIL DIVISION,4273
2020 Aug 20 12:00:00 AM,2150,0138,52,F,H,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,849(B)(1) PC/TECHNICAL ARREST,4TH,SAN PEDRO,34.0459,-118.243,2020 Aug 20 12:00:00 AM,2335,METRO - JAIL DIVISION,4273
2022 Aug 30 12:00:00 AM,0015,0138,34,F,H,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,200 S  LOS ANGELES                  ST,,34.0503,-118.2434,2022 Aug 30 12:00:00 AM,0200,METRO - JAIL DIVISION,4273
2023 Nov 04 12:00:00 AM,2353,0138,60,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,200    BOYD                         ST,,34.0479,-118.2454,2023 Nov 05 12:00:00 AM,1118,METRO - JAIL DIVISION,4273
2020 Feb 25 12:00:00 AM,1100,0147,47,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,CITY ATTORNEY REJECT,5TH                          ST,SAN PEDRO,34.0442,-118.2439,2020 Feb 25 12:00:00 AM,1344,METRO - JAIL DIVISION,4273
2020 Sep 23 12:00:00 AM,1215,0148,67,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,400 S  SAN PEDRO                    ST,,34.0455,-118.2432,2020 Sep 23 12:00:00 AM,1358,METRO - JAIL DIVISION,4273
2021 Jun 11 12:00:00 AM,1830,0148,45,F,H,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,CITY ATTORNEY REJECT,400 S  SAN PEDRO                    ST,,34.0455,-118.2432,2021 Jun 11 12:00:00 AM,2018,METRO - JAIL DIVISION,4273
2022 Jan 31 12:00:00 AM,1220,0148,39,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,600 E  5TH                          ST,,34.0438,-118.2416,2022 Jan 31 12:00:00 AM,1338,METRO - JAIL DIVISION,4273
2023 Apr 17 12:00:00 AM,1000,0148,44,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,WINSTON,SAN PEDRO,34.0438,-118.2416,2023 Apr 17 12:00:00 AM,1442,METRO - JAIL DIVISION,4273
2024 Aug 19 12:00:00 AM,1035,0153,26,F,B,08,Other Assaults,M,422(A)PC,TERRORIZE CAUSING FEAR,,500 S  HILL                         ST,,34.0488,-118.2518,2024 Aug 19 12:00:00 AM,1403,METRO - JAIL DIVISION,4273
2024 Nov 16 12:00:00 AM,1730,0153,40,F,W,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,200 W  6TH                          ST,,34.046,-118.251,2024 Nov 16 12:00:00 AM,2123,METRO - JAIL DIVISION,4273
2022 Mar 14 12:00:00 AM,2140,0154,58,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,CITY ATTORNEY REJECT,500 S  LOS ANGELES                  ST,,34.046,-118.2493,2022 Mar 15 12:00:00 AM,0109,METRO - JAIL DIVISION,4273
2025 Feb 10 12:00:00 AM,0800,0154,56,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,500 S  LOS ANGELES                  ST,,34.046,-118.2493,2025 Feb 10 12:00:00 AM,1145,METRO - JAIL DIVISION,4273
2025 Feb 12 12:00:00 AM,2310,0154,47,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,500 S  LOS ANGELES                  ST,,34.046,-118.2493,2025 Feb 13 12:00:00 AM,0554,METRO - JAIL DIVISION,4273
2021 Mar 14 12:00:00 AM,1810,0155,45,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,5TH                          ST,WALL                         ST,34.0449,-118.2458,2021 Mar 14 12:00:00 AM,2207,METRO - JAIL DIVISION,4273
2024 Dec 21 12:00:00 AM,0930,0155,45,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,849(B)(1) PC/TECHNICAL ARREST,6TH                          ST,WALL                         ST,34.0435,-118.2471,2024 Dec 21 12:00:00 AM,1257,METRO - JAIL DIVISION,4273
2020 Feb 24 12:00:00 AM,0905,0156,60,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,CITY ATTORNEY REJECT,5TH                          ST,SAN PEDRO,34.0442,-118.2439,2020 Feb 24 12:00:00 AM,1117,METRO - JAIL DIVISION,4273
2021 Apr 24 12:00:00 AM,1055,0156,44,F,H,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,CITY ATTORNEY REJECT,E  6TH                          ST,SAN JULIAN                   ST,34.0435,-118.2471,2021 Apr 24 12:00:00 AM,1248,METRO - JAIL DIVISION,4273
2021 Jul 27 12:00:00 AM,0630,0156,44,F,H,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,MISDEMEANOR COMPLAINT FILED,500    WALL                         ST,,34.044,-118.2467,2021 Jul 27 12:00:00 AM,0907,METRO - JAIL DIVISION,4273
2022 Oct 30 12:00:00 AM,0030,0156,39,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,5TH                          ST,WALL                         ST,34.0446,-118.245,2022 Oct 30 12:00:00 AM,0234,METRO - JAIL DIVISION,4273
2022 Dec 23 12:00:00 AM,1400,0156,51,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,WINSTON,WALL,34.0437,-118.2455,2022 Dec 23 12:00:00 AM,1558,METRO - JAIL DIVISION,4273
2023 Aug 08 12:00:00 AM,0300,0156,45,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,500 S  WALL                         ST,,34.0449,-118.2458,2023 Aug 08 12:00:00 AM,0610,METRO - JAIL DIVISION,4273
2023 Sep 06 12:00:00 AM,1410,0156,38,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,300 E  5TH                          ST,,34.0449,-118.2458,2023 Sep 06 12:00:00 AM,2150,METRO - JAIL DIVISION,4273
2024 Feb 23 12:00:00 AM,1350,0156,39,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,CITY ATTORNEY REJECT,5TH                          ST,SAN JULIAN                   ST,34.0446,-118.245,2024 Feb 23 12:00:00 AM,1554,METRO - JAIL DIVISION,4273
2020 Jun 15 12:00:00 AM,1135,0157,31,F,W,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,MISDEMEANOR COMPLAINT FILED,3RD                          ST,CROCKER                      ST,34.0416,-118.244,2020 Jun 15 12:00:00 AM,2117,METRO - JAIL DIVISION,4273
2021 Aug 16 12:00:00 AM,1315,0157,58,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,MISDEMEANOR COMPLAINT FILED,700 E  6TH                          ST,,34.041,-118.2433,2021 Aug 16 12:00:00 AM,1510,METRO - JAIL DIVISION,4273
2024 Jan 24 12:00:00 AM,2220,0157,22,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,MISDEMEANOR COMPLAINT FILED,700 E  6TH                          ST,,34.0412,-118.2436,2024 Jan 25 12:00:00 AM,0029,METRO - JAIL DIVISION,4273
2020 Aug 16 12:00:00 AM,2300,0158,58,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,600 S  CENTRAL                      AV,,34.0381,-118.2401,2020 Aug 17 12:00:00 AM,0155,METRO - JAIL DIVISION,4273
2022 Feb 25 12:00:00 AM,1230,0158,67,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,CITY ATTORNEY REJECT,600 S  CENTRAL                      AV,,34.039,-118.24,2022 Feb 25 12:00:00 AM,1442,METRO - JAIL DIVISION,4273
2022 Aug 29 12:00:00 AM,1635,0158,59,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,700 E  6TH                          ST,,34.0406,-118.2425,2022 Aug 29 12:00:00 AM,2021,METRO - JAIL DIVISION,4273
2023 Feb 28 12:00:00 AM,0038,0164,44,F,H,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,MISDEMEANOR COMPLAINT FILED,600 S  SPRING ST,,34.046,-118.251,2023 Feb 28 12:00:00 AM,0520,METRO - JAIL DIVISION,4273
2023 Sep 15 12:00:00 AM,0345,0164,50,F,W,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,600 S  MAIN                         ST,,34.0453,-118.2499,2023 Sep 15 12:00:00 AM,0616,METRO - JAIL DIVISION,4273
2023 Oct 19 12:00:00 AM,0201,0164,40,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,200 E  6TH                          ST,,34.045,-118.2495,2023 Oct 19 12:00:00 AM,0610,METRO - JAIL DIVISION,4273
2024 Jul 23 12:00:00 AM,1750,0164,36,F,C,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,849(B)(1) PC/TECHNICAL ARREST,600 S  MAIN                         ST,,34.0453,-118.2499,2024 Jul 23 12:00:00 AM,2008,METRO - JAIL DIVISION,4273
2022 Jun 14 12:00:00 AM,1230,0165,22,F,H,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,MISDEMEANOR COMPLAINT FILED,200 E  6TH                          ST,,34.0446,-118.249,2022 Jun 14 12:00:00 AM,1621,METRO - JAIL DIVISION,4273
2020 Jan 27 12:00:00 AM,1500,0166,24,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,SAN JULIAN                   ST,6TH                          ST,34.0412,-118.2474,2020 Jan 27 12:00:00 AM,1656,METRO - JAIL DIVISION,4273
2021 Jan 30 12:00:00 AM,2020,0166,58,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,CITY ATTORNEY REJECT,6TH,WALL                         ST,34.0435,-118.2471,2021 Jan 30 12:00:00 AM,2244,METRO - JAIL DIVISION,4273
2021 Mar 19 12:00:00 AM,1540,0166,55,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,DISTRICT ATTORNEY REJECT,600 S  SAN PEDRO                    ST,,34.0421,-118.2469,2021 Mar 19 12:00:00 AM,1722,METRO - JAIL DIVISION,4273
2022 Apr 01 12:00:00 AM,0450,0166,42,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,FELONY COMPLAINT FILED,600    SAN JULIAN                   ST,,34.0429,-118.2462,2022 Apr 01 12:00:00 AM,0801,METRO - JAIL DIVISION,4273
2024 Jul 05 12:00:00 AM,1030,0166,28,F,B,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,849(B)(1) PC/TECHNICAL ARREST,600    SAN JULIAN                   ST,,34.0429,-118.2462,2024 Jul 05 12:00:00 AM,1143,METRO - JAIL DIVISION,4273
2024 Sep 27 12:00:00 AM,2100,0166,58,F,H,08,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,849(B)(1) PC/TECHNICAL ARREST,600    SAN JULIAN                   ST,,34.0429,-118.2462,2024 Sep 27 12:00:00 AM,2257,METRO - JAIL DIVISION,4273
2024 May 08 12:00:00 AM,1240,0155,28,F,B,08,Other Assaults,M,69(A)PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,MISDEMEANOR COMPLAINT FILED,200 E  6TH                          ST,,34.0448,-118.2474,2024 May 08 12:00:00 AM,1731,METRO - JAIL DIVISION,4273
2022 Jul 11 12:00:00 AM,1700,0135,43,F,B,08,Other Assaults,F,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,MISDEMEANOR COMPLAINT FILED,100 E  3RD                          ST,,34.0495,-118.2459,2022 Jul 11 12:00:00 AM,2213,METRO - JAIL DIVISION,4273
2022 Jun 24 12:00:00 AM,2150,0154,23,F,W,08,Other Assaults,F,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,849(B)(1) PC/TECHNICAL ARREST,E  5TH                          ST,MAIN,34.0464,-118.248,2022 Jun 25 12:00:00 AM,0006,METRO - JAIL DIVISION,4273
2020 Aug 02 12:00:00 AM,1415,0156,29,F,W,08,Other Assaults,F,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,FELONY COMPLAINT FILED,5TH                          ST,SAN PEDRO,34.0444,-118.2443,2020 Aug 02 12:00:00 AM,1639,METRO - JAIL DIVISION,4273
2021 May 02 12:00:00 AM,2110,0156,40,F,B,08,Other Assaults,F,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,CITY ATTORNEY REJECT,5TH,SAN JULIAN,34.0446,-118.245,2021 May 02 12:00:00 AM,2318,METRO - JAIL DIVISION,4273
2023 Aug 10 12:00:00 AM,1140,0157,41,F,B,08,Other Assaults,F,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,FELONY COMPLAINT FILED,800 E  7TH                          ST,,34.0416,-118.244,2023 Aug 10 12:00:00 AM,2051,METRO - JAIL DIVISION,4273
2020 Mar 02 12:00:00 AM,0945,0158,42,F,W,08,Other Assaults,F,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,FELONY COMPLAINT FILED,CERES,7TH                          ST,34.038,-118.243,2020 Mar 02 12:00:00 AM,1327,METRO - JAIL DIVISION,4273
2021 Nov 22 12:00:00 AM,1410,0143,37,F,B,08,Other Assaults,M,A148(D)PC,ATTEMPT REMOVE FIREARM FROM PEACE OFFICER,MISDEMEANOR COMPLAINT FILED,5TH                          ST,HILL                         ST,34.0488,-118.2518,2021 Nov 22 12:00:00 AM,1951,METRO - JAIL DIVISION,4273
2024 Dec 04 12:00:00 AM,1650,0164,29,F,H,13,Prostitution/Allied,M,647(B)PC,PROSTITUTION,MISDEMEANOR COMPLAINT FILED,600 S  SPRING                       ST,,34.046,-118.251,,,,
2020 Jan 22 12:00:00 AM,1720,0156,25,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MISDEMEANOR COMPLAINT FILED,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,2020 Jan 22 12:00:00 AM,1932,METRO - JAIL DIVISION,4273
2025 Feb 01 12:00:00 AM,2020,0156,39,F,B,13,Prostitution/Allied,M,653.22(A)PC,LOITER:INTENT:PROSTITUTION,MISDEMEANOR COMPLAINT FILED,500    SAN JULIAN,,34.0446,-118.245,2025 Feb 01 12:00:00 AM,2139,METRO - JAIL DIVISION,4273
2024 Oct 14 12:00:00 AM,0230,0156,37,F,W,02,Rape,F,289(A)(1)PC,SEX PENETRATION: FORCE/ETC,DISTRICT ATTORNEY REJECT,500    WALL                         ST,,34.0449,-118.2458,2024 Oct 14 12:00:00 AM,1625,METRO - JAIL DIVISION,4273
2020 Mar 17 12:00:00 AM,1145,0147,28,F,B,11,Receive Stolen Property,F,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,MISDEMEANOR COMPLAINT FILED,400 E  5TH                          ST,,34.0453,-118.2443,2020 Mar 17 12:00:00 AM,1526,METRO - JAIL DIVISION,4273
2022 Jul 30 12:00:00 AM,1430,0153,31,F,B,11,Receive Stolen Property,M,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,MISDEMEANOR COMPLAINT FILED,5TH                          ST,HILL,34.0488,-118.2518,2022 Jul 30 12:00:00 AM,1626,METRO - JAIL DIVISION,4273
2021 Jun 14 12:00:00 AM,0120,0157,16,F,B,11,Receive Stolen Property,M,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,,STANFORD                     AV,6TH                          ST,34.0411,-118.2425,2021 Jun 14 12:00:00 AM,0410,METRO - JAIL DIVISION,4273
2023 Jun 03 12:00:00 AM,1225,0158,33,F,H,11,Receive Stolen Property,F,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,DISTRICT ATTORNEY REJECT,600    STANFORD                     AV,,34.0408,-118.2428,2023 Jun 03 12:00:00 AM,1622,METRO - JAIL DIVISION,4273
2022 Aug 15 12:00:00 AM,1245,0164,61,F,W,11,Receive Stolen Property,M,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,MISDEMEANOR COMPLAINT FILED,600 S  SPRING                       ST,,34.046,-118.251,2022 Aug 15 12:00:00 AM,1424,METRO - JAIL DIVISION,4273
2023 May 07 12:00:00 AM,0220,0164,16,F,H,11,Receive Stolen Property,M,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,OTHER DISPOSITION,600 S  SPRING                       ST,,34.046,-118.251,2023 May 07 12:00:00 AM,0351,METRO - JAIL DIVISION,4273
2024 May 24 12:00:00 AM,0800,0153,24,F,H,11,Receive Stolen Property,M,496DPC,"RECEIVE STOLEN VEH/TRAILER/VESSEL, ETC",,500 S  HILL                         ST,,34.0488,-118.2518,2024 May 24 12:00:00 AM,1037,METRO - JAIL DIVISION,4273
2024 Jan 14 12:00:00 AM,1045,0145,48,F,B,11,Receive Stolen Property,M,496PC,RECEIVE/ETC KNOWN STOLEN PROPERTY,MISDEMEANOR COMPLAINT FILED,400 S  MAIN                         ST,,34.0481,-118.2472,,,,
2020 Jan 09 12:00:00 AM,1040,0138,53,F,W,03,Robbery,F,211PC,ROBBERY,CITY ATTORNEY REJECT,4TH                          ST,SAN PEDRO                    BL,34.0458,-118.243,2020 Jan 09 12:00:00 AM,1229,METRO - JAIL DIVISION,4273
2020 Mar 24 12:00:00 AM,1415,0143,58,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,400 S  BROADWAY,,34.0495,-118.2494,2020 Mar 24 12:00:00 AM,1642,METRO - JAIL DIVISION,4273
2022 Mar 16 12:00:00 AM,1200,0145,39,F,B,03,Robbery,F,211PC,ROBBERY,OTHER (REQUIRES ADDITION ACTION),100 E  5TH                          ST,,34.0471,-118.2474,2022 Mar 16 12:00:00 AM,1414,METRO - JAIL DIVISION,4273
2022 Jan 20 12:00:00 AM,1145,0146,21,F,B,03,Robbery,F,211PC,ROBBERY,DISTRICT ATTORNEY REJECT,5TH                          ST,LOS ANGELES,34.0458,-118.2472,2022 Jan 20 12:00:00 AM,1736,METRO - JAIL DIVISION,4273
2020 Jan 30 12:00:00 AM,1050,0148,45,F,O,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,5TH,GLADYS,34.0417,-118.2398,2020 Jan 30 12:00:00 AM,1254,METRO - JAIL DIVISION,4273
2020 Feb 25 12:00:00 AM,0650,0148,26,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,5TH                          ST,CROCKER,34.0435,-118.2427,2020 Feb 25 12:00:00 AM,0848,METRO - JAIL DIVISION,4273
2020 Mar 27 12:00:00 AM,0220,0153,37,F,B,03,Robbery,F,211PC,ROBBERY,MISDEMEANOR COMPLAINT FILED,6TH,SPRING,34.0463,-118.2515,2020 Mar 27 12:00:00 AM,0445,METRO - JAIL DIVISION,4273
2020 Jun 08 12:00:00 AM,1900,0153,36,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,500 S  BROADWAY,,34.0474,-118.2513,2020 Jun 08 12:00:00 AM,2120,METRO - JAIL DIVISION,4273
2022 Jan 28 12:00:00 AM,2100,0153,41,F,H,03,Robbery,F,211PC,ROBBERY,DISTRICT ATTORNEY REJECT,500 S  SPRING                       ST,,34.0467,-118.252,2022 Jan 29 12:00:00 AM,0026,METRO - JAIL DIVISION,4273
2023 Feb 10 12:00:00 AM,1445,0153,30,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,600 S  HILL                         ST,,34.0473,-118.2531,2023 Feb 11 12:00:00 AM,0256,METRO - JAIL DIVISION,4273
2023 Jul 20 12:00:00 AM,1900,0153,35,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,7TH,SPRING,34.0449,-118.2528,2023 Jul 20 12:00:00 AM,2120,METRO - JAIL DIVISION,4273
2024 May 28 12:00:00 AM,1245,0153,15,F,H,03,Robbery,F,211PC,ROBBERY,OTHER LAW ENFORCEMENT AGENCY,500 S  HILL                         ST,,34.0488,-118.2518,2024 May 28 12:00:00 AM,1451,METRO - JAIL DIVISION,4273
2024 Nov 15 12:00:00 AM,1000,0153,18,F,B,03,Robbery,F,211PC,ROBBERY,DISTRICT ATTORNEY REJECT,200 W  6TH                          ST,,34.046,-118.251,2024 Nov 15 12:00:00 AM,1218,METRO - JAIL DIVISION,4273
2025 Jan 20 12:00:00 AM,0721,0153,36,F,W,03,Robbery,F,211PC,ROBBERY,,500 S  HILL                         ST,,34.0488,-118.2518,2025 Jan 20 12:00:00 AM,1153,METRO - JAIL DIVISION,4273
2025 Jan 24 12:00:00 AM,0645,0153,40,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,500 S  HILL                         ST,,34.0488,-118.2518,2025 Jan 24 12:00:00 AM,0812,METRO - JAIL DIVISION,4273
2020 Dec 06 12:00:00 AM,0730,0154,39,F,H,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,SPRING,7TH                          ST,34.046,-118.2493,2020 Dec 06 12:00:00 AM,1003,METRO - JAIL DIVISION,4273
2023 Jun 12 12:00:00 AM,1630,0154,22,F,B,03,Robbery,F,211PC,ROBBERY,CITY ATTORNEY REJECT,500 S  MAIN                         ST,,34.0467,-118.2485,2023 Jun 12 12:00:00 AM,1720,METRO - JAIL DIVISION,4273
2020 May 12 12:00:00 AM,1835,0155,37,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,MAPLE,6TH                          ST,34.0439,-118.2479,2020 May 12 12:00:00 AM,2018,METRO - JAIL DIVISION,4273
2020 Oct 13 12:00:00 AM,0830,0155,36,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,CENTRAL                      ST,6TH                          ST,34.0448,-118.2474,2020 Oct 13 12:00:00 AM,1037,METRO - JAIL DIVISION,4273
2023 Jul 06 12:00:00 AM,0300,0155,23,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,200 E  6TH                          ST,,34.0448,-118.2474,2023 Jul 06 12:00:00 AM,0517,METRO - JAIL DIVISION,4273
2024 Jan 17 12:00:00 AM,0830,0155,58,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,200 E  6TH                          ST,,34.0448,-118.2474,2024 Jan 17 12:00:00 AM,1103,METRO - JAIL DIVISION,4273
2024 Mar 05 12:00:00 AM,1250,0155,44,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,6TH                          ST,WALL                         ST,34.0435,-118.2471,2024 Mar 05 12:00:00 AM,1532,METRO - JAIL DIVISION,4273
2020 Jan 28 12:00:00 AM,1800,0156,27,F,H,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,2020 Jan 28 12:00:00 AM,1945,METRO - JAIL DIVISION,4273
2021 Apr 07 12:00:00 AM,2200,0156,50,F,B,03,Robbery,F,211PC,ROBBERY,DISTRICT ATTORNEY REJECT,500 S  SAN PEDRO                    ST,,34.0437,-118.2455,2021 Apr 08 12:00:00 AM,0009,METRO - JAIL DIVISION,4273
2025 Jan 26 12:00:00 AM,1800,0156,30,F,H,03,Robbery,F,211PC,ROBBERY,DISTRICT ATTORNEY REJECT,300 E  5TH                          ST,,34.0449,-118.2458,2025 Jan 27 12:00:00 AM,0244,METRO - JAIL DIVISION,4273
2020 Jul 31 12:00:00 AM,1350,0157,24,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,CROCKER                      ST,6TH                          ST,34.0417,-118.2444,2020 Jul 31 12:00:00 AM,1553,METRO - JAIL DIVISION,4273
2021 Jul 26 12:00:00 AM,0915,0157,33,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,TOWNE,6TH,34.0412,-118.2436,2021 Jul 26 12:00:00 AM,1118,METRO - JAIL DIVISION,4273
2022 May 15 12:00:00 AM,0807,0157,35,F,B,03,Robbery,F,211PC,ROBBERY,FELONY COMPLAINT FILED,6TH                          ST,CROCKER                      ST,34.0417,-118.2444,2022 May 15 12:00:00 AM,1334,77TH ST,4212
2024 Jul 16 12:00:00 AM,2030,0157,27,F,H,03,Robbery,F,211PC,ROBBERY,849(B)(1) PC/TECHNICAL ARREST,6TH,CROCKER                      ST,34.0417,-118.2444,2024 Jul 16 12:00:00 AM,2318,METRO - JAIL DIVISION,4273
